;Ano;Codigo;Codigo_Mes;Periodo;Casos;Descricao
144;2019;2;1;2019.01;3630;Inconclusivo
145;2019;2;2;2019.02;6437;Inconclusivo
146;2019;2;3;2019.03;11527;Inconclusivo
147;2019;2;4;2019.04;21725;Inconclusivo
148;2019;2;5;2019.05;19481;Inconclusivo
149;2019;2;6;2019.06;5605;Inconclusivo
150;2019;2;7;2019.07;1056;Inconclusivo
151;2019;2;8;2019.08;349;Inconclusivo
152;2019;2;9;2019.09;349;Inconclusivo
153;2019;2;10;2019.10;291;Inconclusivo
154;2019;2;11;2019.11;392;Inconclusivo
155;2019;2;12;2019.12;743;Inconclusivo
156;2020;2;1;2020.01;2033;Inconclusivo
157;2020;2;2;2020.02;3618;Inconclusivo
158;2020;2;3;2020.03;4178;Inconclusivo
159;2020;2;4;2020.04;3992;Inconclusivo
160;2020;2;5;2020.05;3210;Inconclusivo
161;2020;2;6;2020.06;1525;Inconclusivo
162;2020;2;7;2020.07;845;Inconclusivo
163;2020;2;8;2020.08;525;Inconclusivo
164;2020;2;9;2020.09;569;Inconclusivo
165;2020;2;10;2020.10;473;Inconclusivo
166;2020;2;11;2020.11;686;Inconclusivo
167;2020;2;12;2020.12;736;Inconclusivo
168;2021;2;1;2021.01;592;Inconclusivo
169;2021;2;2;2021.02;507;Inconclusivo
170;2021;2;3;2021.03;1125;Inconclusivo
171;2021;2;4;2021.04;1069;Inconclusivo
172;2021;2;5;2021.05;907;Inconclusivo
173;2021;2;6;2021.06;487;Inconclusivo
174;2021;2;7;2021.07;270;Inconclusivo
175;2021;2;8;2021.08;213;Inconclusivo
176;2021;2;9;2021.09;297;Inconclusivo
177;2021;2;10;2021.10;311;Inconclusivo
178;2021;2;11;2021.11;452;Inconclusivo
179;2021;2;12;2021.12;75;Inconclusivo
180;2014;3;1;2014.01;4014;Dengue
181;2014;3;1;2014.01;4014;Dengue Clássico
182;2014;3;2;2014.02;7535;Dengue
183;2014;3;2;2014.02;7535;Dengue Clássico
184;2014;3;3;2014.03;9593;Dengue
185;2014;3;3;2014.03;9593;Dengue Clássico
186;2014;3;4;2014.04;13068;Dengue
187;2014;3;4;2014.04;13068;Dengue Clássico
188;2014;3;5;2014.05;8411;Dengue
189;2014;3;5;2014.05;8411;Dengue Clássico
190;2014;3;6;2014.06;2981;Dengue
191;2014;3;6;2014.06;2981;Dengue Clássico
192;2014;3;7;2014.07;902;Dengue
193;2014;3;7;2014.07;902;Dengue Clássico
194;2014;3;8;2014.08;400;Dengue
195;2014;3;8;2014.08;400;Dengue Clássico
196;2014;3;9;2014.09;500;Dengue
197;2014;3;9;2014.09;500;Dengue Clássico
198;2014;3;10;2014.10;470;Dengue
199;2014;3;10;2014.10;470;Dengue Clássico
200;2014;3;11;2014.11;572;Dengue
201;2014;3;11;2014.11;572;Dengue Clássico
202;2014;3;12;2014.12;786;Dengue
203;2014;3;12;2014.12;786;Dengue Clássico
204;2015;3;1;2015.01;4350;Dengue
205;2015;3;1;2015.01;4350;Dengue Clássico
206;2015;3;2;2015.02;7937;Dengue
207;2015;3;2;2015.02;7937;Dengue Clássico
208;2015;3;3;2015.03;24085;Dengue
209;2015;3;3;2015.03;24085;Dengue Clássico
210;2015;3;4;2015.04;52533;Dengue
211;2015;3;4;2015.04;52533;Dengue Clássico
212;2015;3;5;2015.05;44362;Dengue
213;2015;3;5;2015.05;44362;Dengue Clássico
214;2015;3;6;2015.06;12072;Dengue
215;2015;3;6;2015.06;12072;Dengue Clássico
216;2015;3;7;2015.07;2737;Dengue
217;2015;3;7;2015.07;2737;Dengue Clássico
218;2015;3;8;2015.08;997;Dengue
219;2015;3;8;2015.08;997;Dengue Clássico
220;2015;3;9;2015.09;782;Dengue
221;2015;3;9;2015.09;782;Dengue Clássico
222;2015;3;10;2015.10;1065;Dengue
223;2015;3;10;2015.10;1065;Dengue Clássico
224;2015;3;11;2015.11;2958;Dengue
225;2015;3;11;2015.11;2958;Dengue Clássico
226;2015;3;12;2015.12;8931;Dengue
227;2015;3;12;2015.12;8931;Dengue Clássico
228;2016;3;1;2016.01;51606;Dengue
229;2016;3;1;2016.01;51606;Dengue Clássico
230;2016;3;2;2016.02;112509;Dengue
231;2016;3;2;2016.02;112509;Dengue Clássico
232;2016;3;3;2016.03;126580;Dengue
233;2016;3;3;2016.03;126580;Dengue Clássico
234;2016;3;4;2016.04;99034;Dengue
235;2016;3;4;2016.04;99034;Dengue Clássico
236;2016;3;5;2016.05;31139;Dengue
237;2016;3;5;2016.05;31139;Dengue Clássico
238;2016;3;6;2016.06;4285;Dengue
239;2016;3;6;2016.06;4285;Dengue Clássico
240;2016;3;7;2016.07;920;Dengue
241;2016;3;7;2016.07;920;Dengue Clássico
242;2016;3;8;2016.08;552;Dengue
243;2016;3;8;2016.08;552;Dengue Clássico
244;2016;3;9;2016.09;586;Dengue
245;2016;3;9;2016.09;586;Dengue Clássico
246;2016;3;10;2016.10;658;Dengue
247;2016;3;10;2016.10;658;Dengue Clássico
248;2016;3;11;2016.11;940;Dengue
249;2016;3;11;2016.11;940;Dengue Clássico
250;2016;3;12;2016.12;3120;Dengue
251;2016;3;12;2016.12;3120;Dengue Clássico
252;2017;3;1;2017.01;2812;Dengue
253;2017;3;1;2017.01;2812;Dengue Clássico
254;2017;3;2;2017.02;3470;Dengue
255;2017;3;2;2017.02;3470;Dengue Clássico
256;2017;3;3;2017.03;4075;Dengue
257;2017;3;3;2017.03;4075;Dengue Clássico
258;2017;3;4;2017.04;2964;Dengue
259;2017;3;4;2017.04;2964;Dengue Clássico
260;2017;3;5;2017.05;2294;Dengue
261;2017;3;5;2017.05;2294;Dengue Clássico
262;2017;3;6;2017.06;1174;Dengue
263;2017;3;6;2017.06;1174;Dengue Clássico
264;2017;3;7;2017.07;465;Dengue
265;2017;3;7;2017.07;465;Dengue Clássico
266;2017;3;8;2017.08;346;Dengue
267;2017;3;8;2017.08;346;Dengue Clássico
268;2017;3;9;2017.09;364;Dengue
269;2017;3;9;2017.09;364;Dengue Clássico
270;2017;3;10;2017.10;427;Dengue
271;2017;3;10;2017.10;427;Dengue Clássico
272;2017;3;11;2017.11;405;Dengue
273;2017;3;11;2017.11;405;Dengue Clássico
274;2017;3;12;2017.12;797;Dengue
275;2017;3;12;2017.12;797;Dengue Clássico
276;2018;3;1;2018.01;1629;Dengue
277;2018;3;1;2018.01;1629;Dengue Clássico
278;2018;3;2;2018.02;1826;Dengue
279;2018;3;2;2018.02;1826;Dengue Clássico
280;2018;3;3;2018.03;3962;Dengue
281;2018;3;3;2018.03;3962;Dengue Clássico
282;2018;3;4;2018.04;6542;Dengue
283;2018;3;4;2018.04;6542;Dengue Clássico
284;2018;3;5;2018.05;3671;Dengue
285;2018;3;5;2018.05;3671;Dengue Clássico
286;2018;3;6;2018.06;1319;Dengue
287;2018;3;6;2018.06;1319;Dengue Clássico
288;2018;3;7;2018.07;609;Dengue
289;2018;3;7;2018.07;609;Dengue Clássico
290;2018;3;8;2018.08;372;Dengue
291;2018;3;8;2018.08;372;Dengue Clássico
292;2018;3;9;2018.09;385;Dengue
293;2018;3;9;2018.09;385;Dengue Clássico
294;2018;3;10;2018.10;492;Dengue
295;2018;3;10;2018.10;492;Dengue Clássico
296;2018;3;11;2018.11;955;Dengue
297;2018;3;11;2018.11;955;Dengue Clássico
298;2018;3;12;2018.12;1851;Dengue
299;2018;3;12;2018.12;1851;Dengue Clássico
300;2019;3;1;2019.01;12331;Dengue
301;2019;3;1;2019.01;12331;Dengue Clássico
302;2019;3;2;2019.02;26052;Dengue
303;2019;3;2;2019.02;26052;Dengue Clássico
304;2019;3;3;2019.03;67000;Dengue
305;2019;3;3;2019.03;67000;Dengue Clássico
306;2019;3;4;2019.04;122560;Dengue
307;2019;3;4;2019.04;122560;Dengue Clássico
308;2019;3;5;2019.05;129405;Dengue
309;2019;3;5;2019.05;129405;Dengue Clássico
310;2019;3;6;2019.06;34376;Dengue
311;2019;3;6;2019.06;34376;Dengue Clássico
312;2019;3;7;2019.07;5388;Dengue
313;2019;3;7;2019.07;5388;Dengue Clássico
314;2019;3;8;2019.08;1296;Dengue
315;2019;3;8;2019.08;1296;Dengue Clássico
316;2019;3;9;2019.09;970;Dengue
317;2019;3;9;2019.09;970;Dengue Clássico
318;2019;3;10;2019.10;884;Dengue
319;2019;3;10;2019.10;884;Dengue Clássico
320;2019;3;11;2019.11;1103;Dengue
321;2019;3;11;2019.11;1103;Dengue Clássico
322;2019;3;12;2019.12;2025;Dengue
323;2019;3;12;2019.12;2025;Dengue Clássico
324;2020;3;1;2020.01;5854;Dengue
325;2020;3;1;2020.01;5854;Dengue Clássico
326;2020;3;2;2020.02;9505;Dengue
327;2020;3;2;2020.02;9505;Dengue Clássico
328;2020;3;3;2020.03;12946;Dengue
329;2020;3;3;2020.03;12946;Dengue Clássico
330;2020;3;4;2020.04;14050;Dengue
331;2020;3;4;2020.04;14050;Dengue Clássico
332;2020;3;5;2020.05;8410;Dengue
333;2020;3;5;2020.05;8410;Dengue Clássico
334;2020;3;6;2020.06;3083;Dengue
335;2020;3;6;2020.06;3083;Dengue Clássico
336;2020;3;7;2020.07;1529;Dengue
337;2020;3;7;2020.07;1529;Dengue Clássico
338;2020;3;8;2020.08;898;Dengue
339;2020;3;8;2020.08;898;Dengue Clássico
340;2020;3;9;2020.09;655;Dengue
341;2020;3;9;2020.09;655;Dengue Clássico
342;2020;3;10;2020.10;613;Dengue
343;2020;3;10;2020.10;613;Dengue Clássico
344;2020;3;11;2020.11;800;Dengue
345;2020;3;11;2020.11;800;Dengue Clássico
346;2020;3;12;2020.12;1253;Dengue
347;2020;3;12;2020.12;1253;Dengue Clássico
348;2021;3;1;2021.01;1575;Dengue
349;2021;3;1;2021.01;1575;Dengue Clássico
350;2021;3;2;2021.02;2433;Dengue
351;2021;3;2;2021.02;2433;Dengue Clássico
352;2021;3;3;2021.03;3511;Dengue
353;2021;3;3;2021.03;3511;Dengue Clássico
354;2021;3;4;2021.04;2815;Dengue
355;2021;3;4;2021.04;2815;Dengue Clássico
356;2021;3;5;2021.05;1820;Dengue
357;2021;3;5;2021.05;1820;Dengue Clássico
358;2021;3;6;2021.06;1112;Dengue
359;2021;3;6;2021.06;1112;Dengue Clássico
360;2021;3;7;2021.07;470;Dengue
361;2021;3;7;2021.07;470;Dengue Clássico
362;2021;3;8;2021.08;386;Dengue
363;2021;3;8;2021.08;386;Dengue Clássico
364;2021;3;9;2021.09;335;Dengue
365;2021;3;9;2021.09;335;Dengue Clássico
366;2021;3;10;2021.10;318;Dengue
367;2021;3;10;2021.10;318;Dengue Clássico
368;2021;3;11;2021.11;513;Dengue
369;2021;3;11;2021.11;513;Dengue Clássico
370;2021;3;12;2021.12;798;Dengue
371;2021;3;12;2021.12;798;Dengue Clássico
372;2014;4;1;2014.01;36;Dengue com sinais de alarme
373;2014;4;1;2014.01;36;Dengue com complicações
374;2014;4;1;2014.01;36;Febre Hemorrágica do Dengue
375;2014;4;2;2014.02;86;Dengue com sinais de alarme
376;2014;4;2;2014.02;86;Dengue com complicações
377;2014;4;2;2014.02;86;Febre Hemorrágica do Dengue
378;2014;4;3;2014.03;186;Dengue com sinais de alarme
379;2014;4;3;2014.03;186;Dengue com complicações
380;2014;4;3;2014.03;186;Febre Hemorrágica do Dengue
381;2014;4;4;2014.04;194;Dengue com sinais de alarme
382;2014;4;4;2014.04;194;Dengue com complicações
383;2014;4;4;2014.04;194;Febre Hemorrágica do Dengue
384;2014;4;5;2014.05;104;Dengue com sinais de alarme
385;2014;4;5;2014.05;104;Dengue com complicações
386;2014;4;5;2014.05;104;Febre Hemorrágica do Dengue
387;2014;4;6;2014.06;39;Dengue com sinais de alarme
388;2014;4;6;2014.06;39;Dengue com complicações
389;2014;4;6;2014.06;39;Febre Hemorrágica do Dengue
390;2014;4;7;2014.07;20;Dengue com sinais de alarme
391;2014;4;7;2014.07;20;Dengue com complicações
392;2014;4;7;2014.07;20;Febre Hemorrágica do Dengue
393;2014;4;8;2014.08;2;Dengue com sinais de alarme
394;2014;4;8;2014.08;2;Dengue com complicações
395;2014;4;8;2014.08;2;Febre Hemorrágica do Dengue
396;2014;4;9;2014.09;9;Dengue com sinais de alarme
397;2014;4;9;2014.09;9;Dengue com complicações
398;2014;4;9;2014.09;9;Febre Hemorrágica do Dengue
399;2014;4;10;2014.10;7;Dengue com sinais de alarme
400;2014;4;10;2014.10;7;Dengue com complicações
401;2014;4;10;2014.10;7;Febre Hemorrágica do Dengue
402;2014;4;11;2014.11;4;Dengue com sinais de alarme
403;2014;4;11;2014.11;4;Dengue com complicações
404;2014;4;11;2014.11;4;Febre Hemorrágica do Dengue
405;2014;4;12;2014.12;5;Dengue com sinais de alarme
406;2014;4;12;2014.12;5;Dengue com complicações
407;2014;4;12;2014.12;5;Febre Hemorrágica do Dengue
408;2015;4;1;2015.01;29;Dengue com sinais de alarme
409;2015;4;1;2015.01;29;Dengue com complicações
410;2015;4;1;2015.01;29;Febre Hemorrágica do Dengue
411;2015;4;2;2015.02;73;Dengue com sinais de alarme
412;2015;4;2;2015.02;73;Dengue com complicações
413;2015;4;2;2015.02;73;Febre Hemorrágica do Dengue
414;2015;4;3;2015.03;238;Dengue com sinais de alarme
415;2015;4;3;2015.03;238;Dengue com complicações
416;2015;4;3;2015.03;238;Febre Hemorrágica do Dengue
417;2015;4;4;2015.04;386;Dengue com sinais de alarme
418;2015;4;4;2015.04;386;Dengue com complicações
419;2015;4;4;2015.04;386;Febre Hemorrágica do Dengue
420;2015;4;5;2015.05;212;Dengue com sinais de alarme
421;2015;4;5;2015.05;212;Dengue com complicações
422;2015;4;5;2015.05;212;Febre Hemorrágica do Dengue
423;2015;4;6;2015.06;71;Dengue com sinais de alarme
424;2015;4;6;2015.06;71;Dengue com complicações
425;2015;4;6;2015.06;71;Febre Hemorrágica do Dengue
426;2015;4;7;2015.07;20;Dengue com sinais de alarme
427;2015;4;7;2015.07;20;Dengue com complicações
428;2015;4;7;2015.07;20;Febre Hemorrágica do Dengue
429;2015;4;8;2015.08;5;Dengue com sinais de alarme
430;2015;4;8;2015.08;5;Dengue com complicações
431;2015;4;8;2015.08;5;Febre Hemorrágica do Dengue
432;2015;4;9;2015.09;3;Dengue com sinais de alarme
433;2015;4;9;2015.09;3;Dengue com complicações
434;2015;4;9;2015.09;3;Febre Hemorrágica do Dengue
435;2015;4;10;2015.10;5;Dengue com sinais de alarme
436;2015;4;10;2015.10;5;Dengue com complicações
437;2015;4;10;2015.10;5;Febre Hemorrágica do Dengue
438;2015;4;11;2015.11;11;Dengue com sinais de alarme
439;2015;4;11;2015.11;11;Dengue com complicações
440;2015;4;11;2015.11;11;Febre Hemorrágica do Dengue
441;2015;4;12;2015.12;35;Dengue com sinais de alarme
442;2015;4;12;2015.12;35;Dengue com complicações
443;2015;4;12;2015.12;35;Febre Hemorrágica do Dengue
444;2016;4;1;2016.01;260;Dengue com sinais de alarme
445;2016;4;1;2016.01;260;Dengue com complicações
446;2016;4;1;2016.01;260;Febre Hemorrágica do Dengue
447;2016;4;2;2016.02;597;Dengue com sinais de alarme
448;2016;4;2;2016.02;597;Dengue com complicações
449;2016;4;2;2016.02;597;Febre Hemorrágica do Dengue
450;2016;4;3;2016.03;540;Dengue com sinais de alarme
451;2016;4;3;2016.03;540;Dengue com complicações
452;2016;4;3;2016.03;540;Febre Hemorrágica do Dengue
453;2016;4;4;2016.04;398;Dengue com sinais de alarme
454;2016;4;4;2016.04;398;Dengue com complicações
455;2016;4;4;2016.04;398;Febre Hemorrágica do Dengue
456;2016;4;5;2016.05;105;Dengue com sinais de alarme
457;2016;4;5;2016.05;105;Dengue com complicações
458;2016;4;5;2016.05;105;Febre Hemorrágica do Dengue
459;2016;4;6;2016.06;18;Dengue com sinais de alarme
460;2016;4;6;2016.06;18;Dengue com complicações
461;2016;4;6;2016.06;18;Febre Hemorrágica do Dengue
462;2016;4;7;2016.07;5;Dengue com sinais de alarme
463;2016;4;7;2016.07;5;Dengue com complicações
464;2016;4;7;2016.07;5;Febre Hemorrágica do Dengue
465;2016;4;8;2016.08;5;Dengue com sinais de alarme
466;2016;4;8;2016.08;5;Dengue com complicações
467;2016;4;8;2016.08;5;Febre Hemorrágica do Dengue
468;2016;4;9;2016.09;2;Dengue com sinais de alarme
469;2016;4;9;2016.09;2;Dengue com complicações
470;2016;4;9;2016.09;2;Febre Hemorrágica do Dengue
471;2016;4;10;2016.10;6;Dengue com sinais de alarme
472;2016;4;10;2016.10;6;Dengue com complicações
473;2016;4;10;2016.10;6;Febre Hemorrágica do Dengue
474;2016;4;11;2016.11;9;Dengue com sinais de alarme
475;2016;4;11;2016.11;9;Dengue com complicações
476;2016;4;11;2016.11;9;Febre Hemorrágica do Dengue
477;2016;4;12;2016.12;24;Dengue com sinais de alarme
478;2016;4;12;2016.12;24;Dengue com complicações
479;2016;4;12;2016.12;24;Febre Hemorrágica do Dengue
480;2017;4;1;2017.01;27;Dengue com sinais de alarme
481;2017;4;1;2017.01;27;Dengue com complicações
482;2017;4;1;2017.01;27;Febre Hemorrágica do Dengue
483;2017;4;2;2017.02;13;Dengue com sinais de alarme
484;2017;4;2;2017.02;13;Dengue com complicações
485;2017;4;2;2017.02;13;Febre Hemorrágica do Dengue
486;2017;4;3;2017.03;22;Dengue com sinais de alarme
487;2017;4;3;2017.03;22;Dengue com complicações
488;2017;4;3;2017.03;22;Febre Hemorrágica do Dengue
489;2017;4;4;2017.04;12;Dengue com sinais de alarme
490;2017;4;4;2017.04;12;Dengue com complicações
491;2017;4;4;2017.04;12;Febre Hemorrágica do Dengue
492;2017;4;5;2017.05;19;Dengue com sinais de alarme
493;2017;4;5;2017.05;19;Dengue com complicações
494;2017;4;5;2017.05;19;Febre Hemorrágica do Dengue
495;2017;4;6;2017.06;10;Dengue com sinais de alarme
496;2017;4;6;2017.06;10;Dengue com complicações
497;2017;4;6;2017.06;10;Febre Hemorrágica do Dengue
498;2017;4;7;2017.07;5;Dengue com sinais de alarme
499;2017;4;7;2017.07;5;Dengue com complicações
500;2017;4;7;2017.07;5;Febre Hemorrágica do Dengue
501;2017;4;8;2017.08;2;Dengue com sinais de alarme
502;2017;4;8;2017.08;2;Dengue com complicações
503;2017;4;8;2017.08;2;Febre Hemorrágica do Dengue
504;2017;4;9;2017.09;5;Dengue com sinais de alarme
505;2017;4;9;2017.09;5;Dengue com complicações
506;2017;4;9;2017.09;5;Febre Hemorrágica do Dengue
507;2017;4;10;2017.10;2;Dengue com sinais de alarme
508;2017;4;10;2017.10;2;Dengue com complicações
509;2017;4;10;2017.10;2;Febre Hemorrágica do Dengue
510;2017;4;11;2017.11;2;Dengue com sinais de alarme
511;2017;4;11;2017.11;2;Dengue com complicações
512;2017;4;11;2017.11;2;Febre Hemorrágica do Dengue
513;2017;4;12;2017.12;5;Dengue com sinais de alarme
514;2017;4;12;2017.12;5;Dengue com complicações
515;2017;4;12;2017.12;5;Febre Hemorrágica do Dengue
516;2018;4;1;2018.01;5;Dengue com sinais de alarme
517;2018;4;1;2018.01;5;Dengue com complicações
518;2018;4;1;2018.01;5;Febre Hemorrágica do Dengue
519;2018;4;2;2018.02;10;Dengue com sinais de alarme
520;2018;4;2;2018.02;10;Dengue com complicações
521;2018;4;2;2018.02;10;Febre Hemorrágica do Dengue
522;2018;4;3;2018.03;19;Dengue com sinais de alarme
523;2018;4;3;2018.03;19;Dengue com complicações
524;2018;4;3;2018.03;19;Febre Hemorrágica do Dengue
525;2018;4;4;2018.04;29;Dengue com sinais de alarme
526;2018;4;4;2018.04;29;Dengue com complicações
527;2018;4;4;2018.04;29;Febre Hemorrágica do Dengue
528;2018;4;5;2018.05;29;Dengue com sinais de alarme
529;2018;4;5;2018.05;29;Dengue com complicações
530;2018;4;5;2018.05;29;Febre Hemorrágica do Dengue
531;2018;4;6;2018.06;9;Dengue com sinais de alarme
532;2018;4;6;2018.06;9;Dengue com complicações
533;2018;4;6;2018.06;9;Febre Hemorrágica do Dengue
534;2018;4;7;2018.07;9;Dengue com sinais de alarme
535;2018;4;7;2018.07;9;Dengue com complicações
536;2018;4;7;2018.07;9;Febre Hemorrágica do Dengue
537;2018;4;8;2018.08;1;Dengue com sinais de alarme
538;2018;4;8;2018.08;1;Dengue com complicações
539;2018;4;8;2018.08;1;Febre Hemorrágica do Dengue
540;2018;4;9;2018.09;1;Dengue com sinais de alarme
541;2018;4;9;2018.09;1;Dengue com complicações
542;2018;4;9;2018.09;1;Febre Hemorrágica do Dengue
543;2018;4;10;2018.10;5;Dengue com sinais de alarme
544;2018;4;10;2018.10;5;Dengue com complicações
545;2018;4;10;2018.10;5;Febre Hemorrágica do Dengue
546;2018;4;11;2018.11;5;Dengue com sinais de alarme
547;2018;4;11;2018.11;5;Dengue com complicações
